Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Age,Average Salary,Age Categories,Income Categories
DM-12955,Dario Medina,Corporate,United States,Lincoln Park,Michigan,48146,Central,25,84621,Young ,Middle Income
JH-16180,Justin Hirsh,Consumer,United States,Gresham,Oregon,97030,West,33,90802,Adult,High Income
AB-10060,Adam Bellavance,Home Office,United States,Philadelphia,Pennsylvania,19143,East,30,60177,Young ,Middle Income
BD-11605,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203,South,18,87778,Young ,Middle Income
AS-10045,Aaron Smayling,Corporate,United States,Pasadena,California,91104,West,21,48280,Young ,Low Income
ZD-21925,Zuschuss Donatelli,Consumer,United States,Chattanooga,Tennessee,37421,South,33,98865,Adult,High Income
KF-16285,Karen Ferguson,Home Office,United States,Long Beach,California,90805,West,21,105183,Young ,High Income
BP-11230,Benjamin Patterson,Consumer,United States,Troy,Ohio,45373,East,35,87746,Adult,Middle Income
CC-12430,Chuck Clark,Home Office,United States,Minneapolis,Minnesota,55407,Central,20,110379,Young ,High Income
DB-13615,Doug Bickford,Consumer,United States,Seattle,Washington,98105,West,33,77873,Adult,Middle Income
TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,31907,South,18,37535,Young ,Low Income
NZ-18565,Nick Zandusky,Home Office,United States,Meridian,Idaho,83642,West,37,52568,Adult,Middle Income
SW-20350,Sean Wendt,Home Office,United States,Detroit,Michigan,48227,Central,62,73381,Senior,Middle Income
TS-21370,Todd Sumrall,Corporate,United States,Chicago,Illinois,60623,Central,41,103823,Adult,High Income
DM-13345,Denise Monton,Corporate,United States,Newark,Ohio,43055,East,39,78930,Adult,Middle Income
RE-19450,Richard Eichhorn,Consumer,United States,Dallas,Texas,75081,Central,18,116571,Young ,High Income
JD-16150,Justin Deggeller,Corporate,United States,Newark,Delaware,19711,East,48,83679,Adult,Middle Income
BF-11215,Benjamin Farhat,Home Office,United States,Albuquerque,New Mexico,87105,West,38,64214,Adult,Middle Income
ML-17755,Max Ludwig,Home Office,United States,Toledo,Ohio,43615,East,19,107454,Young ,High Income
YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,19711,East,63,62574,Senior,Middle Income
LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,90045,West,38,114916,Adult,High Income
BS-11755,Bruce Stewart,Consumer,United States,Los Angeles,California,90032,West,60,72329,Senior,Middle Income
KM-16375,Katherine Murray,Home Office,United States,Dallas,Texas,75217,Central,30,62775,Young ,Middle Income
BT-11530,Bradley Talbott,Home Office,United States,San Diego,California,92037,West,40,53064,Adult,Middle Income
KB-16405,Katrina Bavinger,Home Office,United States,Apple Valley,California,92307,West,32,44917,Adult,Low Income
DW-13480,Dianna Wilson,Home Office,United States,Louisville,Kentucky,40214,South,42,114827,Adult,High Income
JC-15340,Jasper Cacioppo,Consumer,United States,New York City,New York,10024,East,64,85818,Senior,Middle Income
TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,77070,Central,62,90285,Senior,High Income
DB-12910,Daniel Byrd,Home Office,United States,Henderson,Kentucky,42420,South,61,99930,Senior,High Income
BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,19711,East,58,107012,Senior,High Income
TD-20995,Tamara Dahlen,Consumer,United States,Bolingbrook,Illinois,60440,Central,50,47645,Adult,Low Income
CV-12805,Cynthia Voltz,Corporate,United States,Fort Worth,Texas,76106,Central,34,40735,Adult,Low Income
CS-12355,Christine Sundaresam,Consumer,United States,New York City,New York,10024,East,24,44962,Young ,Low Income
JG-15310,Jason Gross,Corporate,United States,Providence,Rhode Island,2908,East,42,83753,Adult,Middle Income
JP-16135,Julie Prescott,Home Office,United States,Columbus,Ohio,43229,East,31,48867,Adult,Low Income
EC-14050,Erin Creighton,Consumer,United States,New York City,New York,10024,East,43,37710,Adult,Low Income
KH-16630,Ken Heidel,Corporate,United States,Houston,Texas,77070,Central,53,99839,Senior,High Income
FG-14260,Frank Gastineau,Home Office,United States,Aurora,Illinois,60505,Central,49,102861,Adult,High Income
AA-10480,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,57,69895,Senior,Middle Income
MS-17770,Maxwell Schwartz,Consumer,United States,Seattle,Washington,98105,West,32,77337,Adult,Middle Income
JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,47,101162,Adult,High Income
EB-14110,Eugene Barchas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,64,95591,Senior,High Income
BP-11155,Becky Pak,Consumer,United States,New York City,New York,10011,East,31,92147,Adult,High Income
CC-12100,Chad Cunningham,Home Office,United States,Los Angeles,California,90049,West,37,97535,Adult,High Income
JP-15460,Jennifer Patt,Corporate,United States,Oceanside,New York,11572,East,33,47285,Adult,Low Income
LS-16975,Lindsay Shagiari,Home Office,United States,Dallas,Texas,75081,Central,51,66295,Senior,Middle Income
JL-15850,John Lucas,Consumer,United States,New York City,New York,10035,East,59,45725,Senior,Low Income
CY-12745,Craig Yedwab,Corporate,United States,San Antonio,Texas,78207,Central,53,81587,Senior,Middle Income
RB-19360,Raymond Buch,Consumer,United States,Cincinnati,Ohio,45231,East,43,77659,Adult,Middle Income
AR-10825,Anthony Rawles,Corporate,United States,Austin,Texas,78745,Central,52,107349,Senior,High Income
CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105,West,40,100461,Adult,High Income
AR-10825,Anthony Rawles,Corporate,United States,Los Angeles,California,90004,West,51,56538,Senior,Middle Income
RD-19810,Ross DeVincentis,Home Office,United States,New York City,New York,10035,East,53,54213,Senior,Middle Income
KH-16510,Keith Herrera,Consumer,United States,Seattle,Washington,98103,West,32,84861,Adult,Middle Income
NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,25,78263,Young ,Middle Income
SM-20950,Suzanne McNair,Corporate,United States,Maple Grove,Minnesota,55369,Central,50,48786,Adult,Low Income
GH-14410,Gary Hansen,Home Office,United States,Glendale,Arizona,85301,West,21,63769,Young ,Middle Income
EM-13810,Eleni McCrary,Corporate,United States,New York City,New York,10009,East,21,115928,Young ,High Income
DB-13210,Dean Braden,Consumer,United States,Jacksonville,North Carolina,28540,South,49,50756,Adult,Middle Income
PT-19090,Pete Takahito,Consumer,United States,Houston,Texas,77070,Central,50,76833,Adult,Middle Income
HF-14995,Herbert Flentye,Consumer,United States,San Francisco,California,94109,West,64,35347,Senior,Low Income
KW-16435,Katrina Willman,Consumer,United States,Lansing,Michigan,48911,Central,43,69914,Adult,Middle Income
KC-16675,Kimberly Carter,Corporate,United States,Tallahassee,Florida,32303,South,39,43977,Adult,Low Income
PK-19075,Pete Kriz,Consumer,United States,Columbia,South Carolina,29203,South,46,44505,Adult,Low Income
KT-16465,Kean Takahito,Consumer,United States,Chicago,Illinois,60623,Central,53,41969,Senior,Low Income
EP-13915,Emily Phan,Consumer,United States,Detroit,Michigan,48227,Central,54,100677,Senior,High Income
AP-10915,Arthur Prichep,Consumer,United States,Fort Collins,Colorado,80525,West,38,38458,Adult,Low Income
SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,10024,East,18,94682,Young ,High Income
SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,58,65223,Senior,Middle Income
BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,32,102335,Adult,High Income
TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,77041,Central,32,103332,Adult,High Income
KB-16585,Ken Black,Corporate,United States,Lowell,Massachusetts,1852,East,58,101375,Senior,High Income
JE-16165,Justin Ellison,Corporate,United States,Woodland,California,95695,West,45,50884,Adult,Middle Income
DR-12940,Daniel Raglin,Home Office,United States,Chicago,Illinois,60610,Central,25,74829,Young ,Middle Income
RW-19630,Rob Williams,Corporate,United States,New York City,New York,10035,East,60,52129,Senior,Middle Income
ML-18040,Michelle Lonsdale,Corporate,United States,Missouri City,Texas,77489,Central,32,96158,Adult,High Income
JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,77036,Central,47,69825,Adult,Middle Income
CM-12655,Corinna Mitchell,Home Office,United States,Jackson,Mississippi,39212,South,36,78172,Adult,Middle Income
FH-14365,Fred Hopkins,Corporate,United States,New York City,New York,10009,East,32,103667,Adult,High Income
EH-13945,Eric Hoffmann,Consumer,United States,Tempe,Arizona,85281,West,28,45541,Young ,Low Income
TB-21280,Toby Braunhardt,Consumer,United States,Jacksonville,North Carolina,28540,South,53,84569,Senior,Middle Income
AH-10030,Aaron Hawkins,Corporate,United States,Philadelphia,Pennsylvania,19134,East,47,105747,Adult,High Income
TT-21070,Ted Trevino,Consumer,United States,Akron,Ohio,44312,East,33,48545,Adult,Low Income
RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,43,101637,Adult,High Income
LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,93727,West,22,82009,Young ,Middle Income
SH-19975,Sally Hughsby,Corporate,United States,Pearland,Texas,77581,Central,23,46770,Young ,Low Income
SF-20200,Sarah Foster,Consumer,United States,Richmond,Indiana,47374,Central,59,109580,Senior,High Income
TH-21235,Tiffany House,Corporate,United States,Philadelphia,Pennsylvania,19134,East,54,102014,Senior,High Income
VG-21790,Vivek Gonzalez,Consumer,United States,San Mateo,California,94403,West,58,113756,Senior,High Income
NP-18325,Naresj Patel,Consumer,United States,Oakland,California,94601,West,40,48278,Adult,Low Income
FH-14275,Frank Hawley,Corporate,United States,New York City,New York,10024,East,47,105468,Adult,High Income
JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701,East,34,59345,Adult,Middle Income
ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,26,51094,Young ,Middle Income
KL-16645,Ken Lonsdale,Consumer,United States,New York City,New York,10035,East,47,83680,Adult,Middle Income
BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10009,East,56,39049,Senior,Low Income
ND-18370,Natalie DeCherney,Consumer,United States,Houston,Texas,77095,Central,56,84389,Senior,Middle Income
JL-15130,Jack Lebron,Consumer,United States,Riverside,California,92503,West,32,63502,Adult,Middle Income
RC-19825,Roy Collins,Consumer,United States,Fairfield,Connecticut,6824,East,60,109169,Senior,High Income
CC-12475,Cindy Chapman,Consumer,United States,New York City,New York,10024,East,54,49136,Senior,Low Income
DW-13195,David Wiener,Corporate,United States,Houston,Texas,77095,Central,18,66669,Young ,Middle Income
CK-12760,Cyma Kinney,Corporate,United States,Arlington,Virginia,22204,South,22,59578,Young ,Middle Income
EG-13900,Emily Grady,Consumer,United States,Chicago,Illinois,60623,Central,62,73893,Senior,Middle Income
SJ-20215,Sarah Jordon,Consumer,United States,Grand Prairie,Texas,75051,Central,55,58278,Senior,Middle Income
BP-11185,Ben Peterman,Corporate,United States,Seattle,Washington,98103,West,38,88381,Adult,Middle Income
SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,Washington,98103,West,27,78036,Young ,Middle Income
MC-17590,Matt Collister,Corporate,United States,Grand Rapids,Michigan,49505,Central,34,102941,Adult,High Income
BG-11740,Bruce Geld,Consumer,United States,Philadelphia,Pennsylvania,19120,East,53,92959,Senior,High Income
MA-17560,Matt Abelman,Home Office,United States,Chicago,Illinois,60610,Central,56,56593,Senior,Middle Income
CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98105,West,26,54805,Young ,Middle Income
RA-19885,Ruben Ausman,Corporate,United States,Jacksonville,Florida,32216,South,33,83481,Adult,Middle Income
DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,37064,South,57,65002,Senior,Middle Income
LB-16795,Laurel Beltran,Home Office,United States,Highland Park,Illinois,60035,Central,20,99993,Young ,High Income
CM-11815,Candace McMahon,Corporate,United States,Pasadena,Texas,77506,Central,53,81589,Senior,Middle Income
TS-21205,Thomas Seio,Corporate,United States,San Francisco,California,94109,West,51,102726,Senior,High Income
RF-19345,Randy Ferguson,Corporate,United States,Miami,Florida,33180,South,33,48137,Adult,Low Income
JF-15565,Jill Fjeld,Consumer,United States,Philadelphia,Pennsylvania,19120,East,33,71198,Adult,Middle Income
EH-14185,Evan Henry,Consumer,United States,Decatur,Alabama,35601,South,33,89165,Adult,Middle Income
VW-21775,Victoria Wilson,Corporate,United States,Sioux Falls,South Dakota,57103,Central,48,85179,Adult,Middle Income
KN-16450,Kean Nguyen,Corporate,United States,Visalia,California,93277,West,20,91409,Young ,High Income
SJ-20215,Sarah Jordon,Consumer,United States,Los Angeles,California,90049,West,52,105984,Senior,High Income
PS-19045,Penelope Sewall,Home Office,United States,Los Angeles,California,90032,West,37,93675,Adult,High Income
KM-16225,Kalyca Meade,Corporate,United States,Overland Park,Kansas,66212,Central,47,102380,Adult,High Income
GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,36,118131,Adult,High Income
KT-16465,Kean Takahito,Consumer,United States,Raleigh,North Carolina,27604,South,56,68047,Senior,Middle Income
MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035,East,28,76658,Young ,Middle Income
AF-10885,Art Foster,Consumer,United States,Fairfield,Ohio,45014,East,36,62724,Adult,Middle Income
JP-16135,Julie Prescott,Home Office,United States,Muskogee,Oklahoma,74403,Central,43,79261,Adult,Middle Income
RD-19585,Rob Dowd,Consumer,United States,Temecula,California,92592,West,35,98814,Adult,High Income
JF-15295,Jason Fortune-,Consumer,United States,Sterling Heights,Michigan,48310,Central,55,114824,Senior,High Income
CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,92024,West,38,48785,Adult,Low Income
KH-16510,Keith Herrera,Consumer,United States,Dallas,Texas,75081,Central,58,79094,Senior,Middle Income
CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,10035,East,64,60456,Senior,Middle Income
EB-13870,Emily Burns,Consumer,United States,Phoenix,Arizona,85023,West,41,73321,Adult,Middle Income
MW-18235,Mitch Willingham,Corporate,United States,San Francisco,California,94122,West,36,104803,Adult,High Income
CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,Pennsylvania,19140,East,33,104984,Adult,High Income
SP-20620,Stefania Perrino,Corporate,United States,Laredo,Texas,78041,Central,50,109979,Adult,High Income
GT-14635,Grant Thornton,Corporate,United States,New York City,New York,10009,East,55,60906,Senior,Middle Income
LW-17215,Luke Weiss,Consumer,United States,New York City,New York,10035,East,48,83032,Adult,Middle Income
AH-10030,Aaron Hawkins,Corporate,United States,Gulfport,Mississippi,39503,South,58,96474,Senior,High Income
TH-21100,Thea Hendricks,Consumer,United States,San Diego,California,92037,West,27,62622,Young ,Middle Income
HG-15025,Hunter Glantz,Consumer,United States,Oceanside,New York,11572,East,22,82926,Young ,Middle Income
EB-13750,Edward Becker,Corporate,United States,Round Rock,Texas,78664,Central,34,78603,Adult,Middle Income
SC-20725,Steven Cartwright,Consumer,United States,Redlands,California,92374,West,33,47762,Adult,Low Income
TS-21505,Tony Sayre,Consumer,United States,Columbia,Tennessee,38401,South,18,62821,Young ,Middle Income
TH-21550,Tracy Hopkins,Home Office,United States,New York City,New York,10009,East,45,73280,Adult,Middle Income
KD-16270,Karen Daniels,Consumer,United States,Houston,Texas,77095,Central,38,83497,Adult,Middle Income
GM-14455,Gary Mitchum,Home Office,United States,Chicago,Illinois,60653,Central,59,61190,Senior,Middle Income
PR-18880,Patrick Ryan,Consumer,United States,Oakland,California,94601,West,41,79505,Adult,Middle Income
TB-21055,Ted Butterfield,Consumer,United States,Quincy,Massachusetts,2169,East,24,81485,Young ,Middle Income
ON-18715,Odella Nelson,Corporate,United States,Yucaipa,California,92399,West,42,43443,Adult,Low Income
AH-10195,Alan Haines,Corporate,United States,Chicago,Illinois,60623,Central,18,58743,Young ,Middle Income
NM-18520,Neoma Murray,Consumer,United States,Seattle,Washington,98105,West,34,35671,Adult,Low Income
AR-10510,Andrew Roberts,Consumer,United States,New York City,New York,10024,East,46,37309,Adult,Low Income
BM-11650,Brian Moss,Corporate,United States,San Diego,California,92037,West,42,85823,Adult,Middle Income
CA-12310,Christine Abelman,Corporate,United States,Bristol,Connecticut,6010,East,19,117342,Young ,High Income
NF-18595,Nicole Fjeld,Home Office,United States,Chicago,Illinois,60610,Central,27,43584,Young ,Low Income
AF-10870,Art Ferguson,Consumer,United States,Chicago,Illinois,60610,Central,39,67443,Adult,Middle Income
TC-21535,Tracy Collins,Home Office,United States,New York City,New York,10024,East,18,115583,Young ,High Income
Dp-13240,Dean percer,Home Office,United States,Revere,Massachusetts,2151,East,30,100245,Young ,High Income
MC-17425,Mark Cousins,Corporate,United States,Houston,Texas,77036,Central,50,59185,Adult,Middle Income
LC-17050,Liz Carlisle,Consumer,United States,Mission Viejo,California,92691,West,58,104089,Senior,High Income
BM-11650,Brian Moss,Corporate,United States,Dallas,Texas,75217,Central,35,53898,Adult,Middle Income
NW-18400,Natalie Webber,Consumer,United States,Las Vegas,Nevada,89115,West,37,79161,Adult,Middle Income
TB-21280,Toby Braunhardt,Consumer,United States,Norman,Oklahoma,73071,Central,48,62765,Adult,Middle Income
BS-11755,Bruce Stewart,Consumer,United States,San Francisco,California,94122,West,41,58151,Adult,Middle Income
SO-20335,Sean O'Donnell,Consumer,United States,Hempstead,New York,11550,East,51,90266,Senior,High Income
CS-12490,Cindy Schnelling,Corporate,United States,Conroe,Texas,77301,Central,36,63334,Adult,Middle Income
PO-19180,Philisse Overcash,Home Office,United States,Houston,Texas,77095,Central,64,91378,Senior,High Income
TD-20995,Tamara Dahlen,Consumer,United States,Philadelphia,Pennsylvania,19120,East,40,92017,Adult,High Income
SP-20620,Stefania Perrino,Corporate,United States,Tampa,Florida,33614,South,21,40391,Young ,Low Income
MS-17365,Maribeth Schnelling,Consumer,United States,New York City,New York,10035,East,52,56101,Senior,Middle Income
Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,28205,South,42,44610,Adult,Low Income
DB-13660,Duane Benoit,Consumer,United States,Dallas,Texas,75081,Central,24,116596,Young ,High Income
MG-17650,Matthew Grinstein,Home Office,United States,Seattle,Washington,98103,West,55,39402,Senior,Low Income
EH-14185,Evan Henry,Consumer,United States,Pasadena,Texas,77506,Central,51,105594,Senior,High Income
CL-11890,Carl Ludwig,Consumer,United States,Philadelphia,Pennsylvania,19143,East,30,39032,Young ,Low Income
KF-16285,Karen Ferguson,Home Office,United States,Indianapolis,Indiana,46203,Central,55,86636,Senior,Middle Income
DH-13075,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,33,58866,Adult,Middle Income
LA-16780,Laura Armstrong,Corporate,United States,Tinley Park,Illinois,60477,Central,19,117735,Young ,High Income
HZ-14950,Henia Zydlo,Consumer,United States,Houston,Texas,77095,Central,24,66511,Young ,Middle Income
CM-12190,Charlotte Melton,Consumer,United States,Los Angeles,California,90004,West,33,36031,Adult,Low Income
LB-16795,Laurel Beltran,Home Office,United States,Columbus,Ohio,43229,East,46,75095,Adult,Middle Income
JF-15490,Jeremy Farry,Consumer,United States,Columbus,Ohio,43229,East,21,62760,Young ,Middle Income
GM-14695,Greg Maxwell,Corporate,United States,San Francisco,California,94122,West,50,51387,Adult,Middle Income
SS-20590,Sonia Sunley,Consumer,United States,Madison,Wisconsin,53711,Central,39,36938,Adult,Low Income
TC-21475,Tony Chapman,Home Office,United States,Aurora,Colorado,80013,West,62,89646,Senior,Middle Income
CC-12430,Chuck Clark,Home Office,United States,New York City,New York,10024,East,47,70756,Adult,Middle Income
CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90004,West,64,49681,Senior,Low Income
DE-13255,Deanra Eno,Home Office,United States,Dubuque,Iowa,52001,Central,21,64977,Young ,Middle Income
SZ-20035,Sam Zeldin,Home Office,United States,Lancaster,Ohio,43130,East,20,40079,Young ,Low Income
LF-17185,Luke Foster,Consumer,United States,Inglewood,California,90301,West,46,37068,Adult,Low Income
AB-10165,Alan Barnes,Consumer,United States,Bellevue,Washington,98006,West,38,95709,Adult,High Income
NM-18520,Neoma Murray,Consumer,United States,Chicago,Illinois,60610,Central,61,46079,Senior,Low Income
RA-19945,Ryan Akin,Consumer,United States,Dallas,Texas,75217,Central,48,80177,Adult,Middle Income
PO-19195,Phillina Ober,Home Office,United States,San Francisco,California,94122,West,47,98830,Adult,High Income
KA-16525,Kelly Andreada,Consumer,United States,New York City,New York,10024,East,38,73345,Adult,Middle Income
JD-16150,Justin Deggeller,Corporate,United States,New York City,New York,10011,East,49,58961,Adult,Middle Income
JO-15145,Jack O'Briant,Corporate,United States,Philadelphia,Pennsylvania,19140,East,43,112600,Adult,High Income
LE-16810,Laurel Elliston,Consumer,United States,Newark,Delaware,19711,East,59,117650,Senior,High Income
AH-10690,Anna Häberlin,Corporate,United States,New York City,New York,10024,East,64,91095,Senior,High Income
KN-16705,Kristina Nunn,Home Office,United States,Auburn,Alabama,36830,South,35,104257,Adult,High Income
TB-21250,Tim Brockman,Consumer,United States,Los Angeles,California,90049,West,40,55384,Adult,Middle Income
DP-13390,Dennis Pardue,Home Office,United States,San Francisco,California,94110,West,31,117929,Adult,High Income
KN-16705,Kristina Nunn,Home Office,United States,Raleigh,North Carolina,27604,South,48,62842,Adult,Middle Income
ST-20530,Shui Tom,Consumer,United States,Macon,Georgia,31204,South,41,86652,Adult,Middle Income
EB-13870,Emily Burns,Consumer,United States,Nashville,Tennessee,37211,South,54,55725,Senior,Middle Income
AH-10210,Alan Hwang,Consumer,United States,Nashville,Tennessee,37211,South,39,53676,Adult,Middle Income
AS-10090,Adam Shillingsburg,Consumer,United States,Philadelphia,Pennsylvania,19143,East,25,114052,Young ,High Income
EM-13825,Elizabeth Moffitt,Corporate,United States,Dallas,Texas,75081,Central,21,100600,Young ,High Income
KA-16525,Kelly Andreada,Consumer,United States,Perth Amboy,New Jersey,8861,East,41,93914,Adult,High Income
HJ-14875,Heather Jas,Home Office,United States,Jacksonville,Florida,32216,South,30,78137,Young ,Middle Income
ND-18370,Natalie DeCherney,Consumer,United States,Jacksonville,Florida,32216,South,31,94536,Adult,High Income
EH-13765,Edward Hooks,Corporate,United States,Revere,Massachusetts,2151,East,25,66062,Young ,Middle Income
MH-17455,Mark Hamilton,Consumer,United States,Jacksonville,North Carolina,28540,South,59,55941,Senior,Middle Income
CL-11890,Carl Ludwig,Consumer,United States,San Francisco,California,94122,West,48,52303,Adult,Middle Income
SF-20965,Sylvia Foulston,Corporate,United States,Columbus,Ohio,43229,East,44,109951,Adult,High Income
EP-13915,Emily Phan,Consumer,United States,Dearborn Heights,Michigan,48127,Central,26,101768,Young ,High Income
RW-19630,Rob Williams,Corporate,United States,Overland Park,Kansas,66212,Central,57,84813,Senior,Middle Income
SJ-20500,Shirley Jackson,Consumer,United States,Santa Fe,New Mexico,87505,West,50,102805,Adult,High Income
SP-20620,Stefania Perrino,Corporate,United States,San Francisco,California,94110,West,38,118260,Adult,High Income
PJ-19015,Pauline Johnson,Consumer,United States,Mobile,Alabama,36608,South,35,65306,Adult,Middle Income
CC-12610,Corey Catlett,Corporate,United States,Springfield,Virginia,22153,South,27,73120,Young ,Middle Income
MY-18295,Muhammed Yedwab,Corporate,United States,Newark,Delaware,19711,East,57,35978,Senior,Low Income
DB-13210,Dean Braden,Consumer,United States,Hickory,North Carolina,28601,South,43,42451,Adult,Low Income
MG-17875,Michael Grace,Home Office,United States,Fort Lauderdale,Florida,33311,South,19,41205,Young ,Low Income
RH-19600,Rob Haberlin,Consumer,United States,Carol Stream,Illinois,60188,Central,49,50642,Adult,Middle Income
KB-16242,Karen Bern,Corporate,United States,Saint Cloud,Minnesota,56301,Central,53,89991,Senior,Middle Income
CA-12055,Cathy Armstrong,Home Office,United States,Los Angeles,California,90036,West,61,98572,Senior,High Income
JK-15730,Joe Kamberova,Consumer,United States,Mobile,Alabama,36608,South,45,59523,Adult,Middle Income
RD-19930,Russell D'Ascenzo,Consumer,United States,Austin,Texas,78745,Central,57,37440,Senior,Low Income
JK-16120,Julie Kriz,Home Office,United States,New York City,New York,10009,East,36,118586,Adult,High Income
SC-20020,Sam Craven,Consumer,United States,Plano,Texas,75023,Central,40,39816,Adult,Low Income
HW-14935,Helen Wasserman,Corporate,United States,Chicago,Illinois,60653,Central,19,105974,Young ,High Income
SC-20800,Stuart Calhoun,Consumer,United States,Jackson,Mississippi,39212,South,52,74456,Senior,Middle Income
HA-14920,Helen Andreada,Consumer,United States,Fayetteville,North Carolina,28314,South,20,102260,Young ,High Income
MG-17875,Michael Grace,Home Office,United States,Aurora,Illinois,60505,Central,35,115497,Adult,High Income
DM-12955,Dario Medina,Corporate,United States,Sacramento,California,95823,West,39,47588,Adult,Low Income
DM-13345,Denise Monton,Corporate,United States,Des Moines,Iowa,50315,Central,29,107980,Young ,High Income
ML-17395,Marina Lichtenstein,Corporate,United States,San Diego,California,92105,West,47,86690,Adult,Middle Income
GA-14515,George Ashbrook,Consumer,United States,Dallas,Texas,75081,Central,36,109837,Adult,High Income
SU-20665,Stephanie Ulpright,Home Office,United States,Jackson,Mississippi,39212,South,29,115603,Young ,High Income
BD-11320,Bill Donatelli,Consumer,United States,San Diego,California,92024,West,61,85393,Senior,Middle Income
DB-13405,Denny Blanton,Consumer,United States,Orlando,Florida,32839,South,37,61631,Adult,Middle Income
RP-19855,Roy Phan,Corporate,United States,Lafayette,Indiana,47905,Central,21,116554,Young ,High Income
EH-13765,Edward Hooks,Corporate,United States,New York City,New York,10035,East,37,113000,Adult,High Income
JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049,West,18,116726,Young ,High Income
FM-14380,Fred McMath,Consumer,United States,New York City,New York,10024,East,47,112422,Adult,High Income
SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,42420,South,39,69562,Adult,Middle Income
SV-20365,Seth Vernon,Consumer,United States,Columbus,Ohio,43229,East,45,54846,Adult,Middle Income
MM-17920,Michael Moore,Consumer,United States,College Station,Texas,77840,Central,50,105267,Adult,High Income
RD-19810,Ross DeVincentis,Home Office,United States,Richmond,Kentucky,40475,South,40,60665,Adult,Middle Income
ME-17320,Maria Etezadi,Home Office,United States,Chicago,Illinois,60653,Central,38,109828,Adult,High Income
FH-14275,Frank Hawley,Corporate,United States,Philadelphia,Pennsylvania,19120,East,53,36020,Senior,Low Income
PO-18865,Patrick O'Donnell,Consumer,United States,Los Angeles,California,90036,West,35,90789,Adult,High Income
CC-12550,Clay Cheatham,Consumer,United States,Los Angeles,California,90008,West,23,52802,Young ,Middle Income
TS-21505,Tony Sayre,Consumer,United States,San Francisco,California,94122,West,29,100473,Young ,High Income
MD-17350,Maribeth Dona,Consumer,United States,Akron,Ohio,44312,East,23,52739,Young ,Middle Income
GT-14755,Guy Thornton,Consumer,United States,Los Angeles,California,90049,West,27,52823,Young ,Middle Income
RD-19660,Robert Dilbeck,Home Office,United States,Independence,Missouri,64055,Central,64,62772,Senior,Middle Income
DB-12910,Daniel Byrd,Home Office,United States,Dallas,Texas,75220,Central,28,86219,Young ,Middle Income
JK-15640,Jim Kriz,Home Office,United States,Seattle,Washington,98105,West,47,89598,Adult,Middle Income
FC-14335,Fred Chung,Corporate,United States,Mesquite,Texas,75150,Central,50,43492,Adult,Low Income
JW-15955,Joni Wasserman,Consumer,United States,Long Beach,New York,11561,East,56,113274,Senior,High Income
DC-12850,Dan Campbell,Consumer,United States,North Miami,Florida,33161,South,60,36335,Senior,Low Income
FM-14290,Frank Merwin,Home Office,United States,Bakersfield,California,93309,West,41,115085,Adult,High Income
MT-17815,Meg Tillman,Consumer,United States,Jackson,Mississippi,39212,South,58,55923,Senior,Middle Income
DK-13090,Dave Kipp,Consumer,United States,Fremont,Nebraska,68025,Central,49,51118,Adult,Middle Income
KD-16495,Keith Dawkins,Corporate,United States,Jackson,Michigan,49201,Central,36,75830,Adult,Middle Income
AG-10300,Aleksandra Gannaway,Corporate,United States,San Francisco,California,94122,West,58,114550,Senior,High Income
